stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,zone_id
22673,34649,חי כיף/גולדה מאיר,רחוב: גולדה מאיר 11 עיר: ראשון לציון רציף:  קומה: ,31.97344,34.787568,0,,34649
22674,34650,יהודה הלוי/הגדוד העברי,רחוב: יהודה הלוי 34 עיר: ראשון לציון רציף:  קומה: ,31.966986,34.810883,0,,34650
22709,34686,זלמן שז''ר/חיל הרגלים,רחוב: זלמן שז''ר 19 עיר: ראשון לציון רציף:  קומה: ,31.995934,34.741906,0,,34686
22723,34700,הכרמל/הרצל,רחוב: הכרמל 29 עיר: ראשון לציון רציף:  קומה: ,31.96179,34.803548,0,,34700
22738,34715,השומר/מזי''א,רחוב: השומר 33 עיר: ראשון לציון רציף:  קומה: ,31.959361,34.814599,0,,34715
22789,34767,ויניק/גן זמסקי,רחוב: מאיר ויניק עיר: ראשון לציון רציף:  קומה: ,31.957249,34.796807,0,,34767
22790,34768,מרכז ספורט/שדרות בן גוריון,רחוב: שדרות בן גוריון עיר: ראשון לציון רציף:  קומה: ,31.973869,34.792138,0,,34768
22803,34781,גולדה מאיר/ישראל גלילי,רחוב: גולדה מאיר עיר: ראשון לציון רציף:  קומה: ,31.968169,34.78457,0,,34781
22804,34782,ישראל גלילי/הסחלב,רחוב: ישראל גלילי 2 עיר: ראשון לציון רציף:  קומה: ,31.96913,34.784014,0,,34782
22805,34783,ירושלים/בלפור,רחוב: ירושלים 31 עיר: ראשון לציון רציף:  קומה: ,31.962413,34.812357,0,,34783
22806,34784,מעפילי מרוקו/הנביאים,רחוב: מעפילי מרוקו 4 עיר: ראשון לציון רציף:  קומה: ,31.951739,34.830902,0,,34784
22820,34798,חיל התותחנים/חיל השריון,רחוב: חיל התותחנים עיר: ראשון לציון רציף:  קומה: ,31.998516,34.739034,0,,34798
22822,34800,שדרות רחבעם זאבי/יוסף ספיר,רחוב: שדרות רחבעם זאבי 3 עיר: ראשון לציון רציף:  קומה: ,31.990268,34.750133,0,,34800
22825,34803,ישראל גלילי/זבולון המר,רחוב: ישראל גלילי 1 עיר: ראשון לציון רציף:  קומה: ,31.96898,34.783805,0,,34803
22826,34804,העצמאות/מוליק איל,רחוב: העצמאות עיר: ראשון לציון רציף:  קומה: ,31.980258,34.801295,0,,34804
22835,34813,גבעתי/שלמה אלירז,רחוב: גבעתי 15 עיר: ראשון לציון רציף:  קומה: ,31.966235,34.81705,0,,34813
22839,34817,נחמיה/הרקפת,רחוב: נחמיה 138 עיר: ראשון לציון רציף:  קומה: ,31.950299,34.827553,0,,34817
22842,34820,האלמוגים/השייטים,רחוב: האלמוגים 24 עיר: ראשון לציון רציף:  קומה: ,31.988249,34.779597,0,,34820
22843,34821,האלמוגים/הרשת,רחוב: האלמוגים 5 עיר: ראשון לציון רציף:  קומה: ,31.987633,34.779064,0,,34821
22844,34822,הנחשול/הלווייתן,רחוב: הנחשול 8 עיר: ראשון לציון רציף:  קומה: ,31.988815,34.78111,0,,34822
22845,34823,הנחשול/הדייגים,רחוב: הנחשול 28 עיר: ראשון לציון רציף:  קומה: ,31.986236,34.783798,0,,34823
22846,34824,הנחשול/אבא הלל סילבר,רחוב: הנחשול 45 עיר: ראשון לציון רציף:  קומה: ,31.986176,34.783882,0,,34824
22847,34825,הנחשול/הצדף,רחוב: הנחשול 11 עיר: ראשון לציון רציף:  קומה: ,31.988601,34.781765,0,,34825
22848,34826,מרכז ספורט רמת אליהו,רחוב: אבא הלל סילבר 3 עיר: ראשון לציון רציף:  קומה: ,31.984263,34.786108,0,,34826
22849,34827,מרכז ספורט רמת אליהו,רחוב: אבא הלל סילבר 10 עיר: ראשון לציון רציף:  קומה: ,31.984689,34.78511,0,,34827
22895,34873,ההסתדרות/חומה ומגדל,רחוב: ההסתדרות עיר: ראשון לציון רציף:  קומה: ,31.968202,34.779264,0,,34873
22927,34905,אצל/נדב בסקינד,רחוב: אצ''ל 4 עיר: ראשון לציון רציף:  קומה: ,31.988318,34.76777,0,,34905
22928,34906,מרכז מסחרי/אצ''ל,רחוב: אצ''ל 11 עיר: ראשון לציון רציף:  קומה: ,31.988689,34.766502,0,,34906
22929,34907,מורדי הגטאות/האורן,רחוב: מורדי הגטאות 58 עיר: ראשון לציון רציף:  קומה: ,31.953829,34.824892,0,,34907
22930,34908,מורדי הגטאות/השזיף,רחוב: מורדי הגטאות 78 עיר: ראשון לציון רציף:  קומה: ,31.953029,34.827898,0,,34908
22931,34909,הרקפת/האמוראים,רחוב: הרקפת 118 עיר: ראשון לציון רציף:  קומה: ,31.950472,34.830321,0,,34909
22932,34910,נחמיה/יחזקאל הנביא,רחוב: נחמיה 31 עיר: ראשון לציון רציף:  קומה: ,31.95027,34.815295,0,,34910
22933,34911,יחזקאל הנביא/נחמיה,רחוב: יחזקאל הנביא 3 עיר: ראשון לציון רציף:  קומה: ,31.952266,34.814823,0,,34911
22934,34912,יגאל אלון/רבי יהודה הנשיא,רחוב: יגאל אלון עיר: ראשון לציון רציף:  קומה: ,31.949342,34.811217,0,,34912
22943,34921,נחמיה/אלפסי,רחוב: נחמיה 59 עיר: ראשון לציון רציף:  קומה: ,31.949131,34.820019,0,,34921
22964,34942,דרך המכבים/פריימן,רחוב: דרך המכבים עיר: ראשון לציון רציף:  קומה: ,31.977527,34.808252,0,,34942
22974,34952,אצל/לישנסקי,רחוב: אצ''ל 16 עיר: ראשון לציון רציף:  קומה: ,31.989525,34.7645,0,,34952
22975,34953,אצל/עליית הנוער,רחוב: אצ''ל 26 עיר: ראשון לציון רציף:  קומה: ,31.990615,34.761541,0,,34953
22979,34958,מעפילי מרוקו/הנביאים,רחוב: מעפילי מרוקו 5 עיר: ראשון לציון רציף:  קומה: ,31.951681,34.830692,0,,34958
22981,34960,שמוטקין/פריימן,רחוב: בנימין שמוטקין 13 עיר: ראשון לציון רציף:  קומה: ,31.975452,34.810973,0,,34960
22983,34962,צבי פרנק/הגדוד העברי,רחוב: צבי פרנק 30 עיר: ראשון לציון רציף:  קומה: ,31.970995,34.810534,0,,34962
22984,34963,יואל דרובין/האחים סמילצ'נסקי,רחוב: יואל דרובין 4 עיר: ראשון לציון רציף:  קומה: ,31.960601,34.799809,0,,34963
22985,34964,יואל דרובין/צבי הירשפלד,רחוב: יואל דרובין 18 עיר: ראשון לציון רציף:  קומה: ,31.958766,34.799498,0,,34964
22987,34966,גלי הדר/קאונטרי,רחוב:   עיר: ראשון לציון רציף:  קומה: ,31.949244,34.787507,0,,34966
22989,34968,בלבן/פיקא,רחוב: אליעזר בלבן 2 עיר: ראשון לציון רציף:  קומה: ,31.971596,34.810355,0,,34968
22990,34969,שמוטקין/ברשבסקי,רחוב: בנימין שמוטקין 8 עיר: ראשון לציון רציף:  קומה: ,31.973417,34.810803,0,,34969
22992,34971,יהושע גיבשטיין/חיים בן אפרים,רחוב: יהושע גיבשטיין/חיים בן אפרים 19 עיר: ראשון לציון רציף:  קומה: ,31.95345,34.811771,0,,34971
22993,34972,יהושע גיבשטיין/יונה צבי פיינשטיין,רחוב: יהושע גיבשטיין 5 עיר: ראשון לציון רציף:  קומה: ,31.954357,34.812691,0,,34972
23001,34980,קפלנסקי/שדרות זמסקי,רחוב: שלמה קפלנסקי 29 עיר: ראשון לציון רציף:  קומה: ,31.957983,34.796933,0,,34980
23003,34982,אנילביץ'/החלוץ,רחוב: אנילביץ' 28 עיר: ראשון לציון רציף:  קומה: ,31.986419,34.789584,0,,34982
23019,34998,כצנלסון/י ל פרץ,רחוב: כצנלסון 71 עיר: ראשון לציון רציף:  קומה: ,31.967793,34.791262,0,,34998
23086,35066,יואל דרובין/האחים סמילצנסקי,רחוב: יואל דרובין 9 עיר: ראשון לציון רציף:  קומה: ,31.959954,34.799813,0,,35066
23087,35067,עולי הגרדום/החייל האלמוני,רחוב: עולי הגרדום 5 עיר: ראשון לציון רציף:  קומה: ,31.960943,34.801422,0,,35067
23148,35140,מוטה גור/אלי ויזל,רחוב: מוטה גור 5 עיר: ראשון לציון רציף:  קומה: ,31.968371,34.772481,0,,35140
23213,35224,צומת עין הקורא,רחוב: 42 עיר: ראשון לציון רציף:  קומה: ,31.955524,34.784774,0,,35224
23224,35297,כתריאל רפפורט/חנה ומיכאל לוין,רחוב: כתריאל רפפורט 3 עיר: ראשון לציון רציף:  קומה: ,31.967165,34.823857,0,,35297
23225,35298,חנה ומיכאל לוין/ירושלים,רחוב: חנה ומיכאל לוין עיר: ראשון לציון רציף:  קומה: ,31.962108,34.821655,0,,35298
23226,35299,הדייגים/הסירה,רחוב: הדייגים 18 עיר: ראשון לציון רציף:  קומה: ,31.986288,34.779696,0,,35299
23227,35300,הדייגים/האלתית,רחוב: הדייגים 31 עיר: ראשון לציון רציף:  קומה: ,31.986166,34.780156,0,,35300
23234,35309,יהודה הלוי/יוחנן הסנדלר,רחוב: יהודה הלוי 64 עיר: ראשון לציון רציף:  קומה: ,31.967381,34.81429,0,,35309
23242,35318,גולדה מאיר/הסיתוונית,רחוב: גולדה מאיר 1 עיר: ראשון לציון רציף:  קומה: ,31.976005,34.784778,0,,35318
23247,35323,גולדה מאיר/חי כיף,רחוב: גולדה מאיר 10 עיר: ראשון לציון רציף:  קומה: ,31.975546,34.785606,0,,35323
23297,35376,רוטשילד/גורדון,רחוב: רוטשילד 80 עיר: ראשון לציון רציף:  קומה: ,31.96426,34.79615,0,,35376
23319,35400,ראשון לציון/רחובות,רחוב: ראשון לציון עיר: פתח תקווה רציף:  קומה: ,32.103648,34.876607,0,,35400
23402,35519,מרכז ראשונים/הנחשול,רחוב: הנחשול 81 עיר: ראשון לציון רציף:  קומה: ,31.983241,34.782299,0,,35519
23410,35528,הנחשול/שדרות משה דיין,רחוב: הנחשול עיר: ראשון לציון רציף:  קומה: ,31.98024,34.779925,0,,35528
23415,35534,משה דיין/לוי אשכול,רחוב: שדרות משה דיין 3 עיר: ראשון לציון רציף:  קומה: ,31.979243,34.780344,0,,35534
23477,35606,היקב/היוגבים,רחוב: היקב 6 עיר: ראשון לציון רציף:  קומה: ,31.972406,34.778378,0,,35606
23479,35608,היקב/הזמורה,רחוב: היקב 9 עיר: ראשון לציון רציף:  קומה: ,31.972758,34.778467,0,,35608
23551,35698,משה דיין/יצחק בן צבי,רחוב: שדרות משה דיין 6 עיר: ראשון לציון רציף:  קומה: ,31.977782,34.79022,0,,35698
23552,35699,המצלתיים/התזמורת,רחוב: המצלתיים 4 עיר: ראשון לציון רציף:  קומה: ,31.964691,34.77486,0,,35699
23553,35700,המצלתיים/חומה ומגדל,רחוב: המצלתיים 1 עיר: ראשון לציון רציף:  קומה: ,31.964455,34.774902,0,,35700
23554,35701,התזמורת/האורגן,רחוב: התזמורת 27 עיר: ראשון לציון רציף:  קומה: ,31.966536,34.775557,0,,35701
23555,35702,התזמורת/המפוחית,רחוב: התזמורת 34 עיר: ראשון לציון רציף:  קומה: ,31.965785,34.775006,0,,35702
23557,35704,התזמורת/החצוצרה,רחוב: התזמורת 6 עיר: ראשון לציון רציף:  קומה: ,31.966308,34.772998,0,,35704
23558,35705,החצוצרה/מוטה גור,רחוב: החצוצרה עיר: ראשון לציון רציף:  קומה: ,31.965633,34.772201,0,,35705
23559,35706,החצוצרה/התזמורת,רחוב: החצוצרה 4 עיר: ראשון לציון רציף:  קומה: ,31.965604,34.771808,0,,35706
23561,35708,תור הזהב/הרשבא,רחוב: תור הזהב 16 עיר: ראשון לציון רציף:  קומה: ,31.977624,34.774455,0,,35708
23564,35711,תור הזהב/בן סרוק,רחוב: תור הזהב 11 עיר: ראשון לציון רציף:  קומה: ,31.977096,34.774504,0,,35711
23565,35712,גדולי ישראל/חיים בר לב,רחוב: גדולי ישראל 19 עיר: ראשון לציון רציף:  קומה: ,31.979163,34.765784,0,,35712
23575,35722,מרכז כרמים/הסוכה,רחוב: הסוכה 14 עיר: ראשון לציון רציף:  קומה: ,31.974331,34.778867,0,,35722
23576,35723,נאות סיני/יצחק רבין,רחוב: נאות סיני 4 עיר: ראשון לציון רציף:  קומה: ,31.978647,34.760844,0,,35723
23596,35744,ת. מרכזית ראשל''צ,רחוב: גולדה מאיר 23 עיר: ראשון לציון רציף:  קומה: ,31.967621,34.784636,0,,35744
23604,35752,בי''ס מישור הנוף/יהושע גיבשטיין,רחוב: יהושע גיבשטיין 46 עיר: ראשון לציון רציף:  קומה: ,31.951465,34.810211,0,,35752
23633,35783,יהושע גיבשטיין/אריה ברגר,רחוב: יהושע גיבשטיין 43 עיר: ראשון לציון רציף:  קומה: ,31.950189,34.809429,0,,35783
23653,35803,מוטה גור/מוריי גלמן,רחוב: מוטה גור עיר: ראשון לציון רציף:  קומה: ,31.967612,34.771625,0,,35803
23654,35804,אצ''ל/אלטלנה,רחוב: אצ''ל 49 עיר: ראשון לציון רציף:  קומה: ,31.990789,34.760756,0,,35804
23655,35805,אצ''ל/יוסף לישנסקי,רחוב: אצ''ל 29 עיר: ראשון לציון רציף:  קומה: ,31.989834,34.763394,0,,35805
23658,35808,חיים בר לב/גדולי ישראל,רחוב: חיים ברלב 1 עיר: ראשון לציון רציף:  קומה: ,31.979903,34.765788,0,,35808
23665,35815,יצחק רבין/חיים ברלב,רחוב: שדרות יצחק רבין עיר: ראשון לציון רציף:  קומה: ,31.976708,34.76227,0,,35815
23713,35863,שדרות היובל/נחלת יהודה,רחוב: שדרות היובל עיר: ראשון לציון רציף:  קומה: ,31.979315,34.797832,0,,35863
23721,35873,ברשבסקי/מנחם כהן,רחוב: ברשבסקי 20 עיר: ראשון לציון רציף:  קומה: ,31.973081,34.812305,0,,35873
23734,35886,ת. רכבת הראשונים,רחוב:   עיר: ראשון לציון רציף:  קומה: ,31.94903,34.803908,0,,35886
23736,35889,יהושע גיבשטיין/יונה צבי פיינשטיין,רחוב: יהושע גיבשטיין 14 עיר: ראשון לציון רציף:  קומה: ,31.953837,34.811992,0,,35889
23755,35908,הרצל/הרב הרצוג,רחוב: הרצל 59 עיר: ראשון לציון רציף:  קומה: ,31.967212,34.803052,0,,35908
23756,35909,עין הקורא/הרצל,רחוב: עין הקורא 18 עיר: ראשון לציון רציף:  קומה: ,31.965847,34.802463,0,,35909
23762,35916,לוי אשכול/תור הזהב,רחוב: לוי אשכול 24 עיר: ראשון לציון רציף:  קומה: ,31.974028,34.776001,0,,35916
23765,35919,נווה דקלים/רפידים,רחוב: נווה דקלים 48 עיר: ראשון לציון רציף:  קומה: ,31.979649,34.760228,0,,35919
23766,35920,החלוצים/נוב,רחוב: החלוצים 37 עיר: ראשון לציון רציף:  קומה: ,31.984426,34.760923,0,,35920
23767,35921,החלוצים/נוב,רחוב: החלוצים 62 עיר: ראשון לציון רציף:  קומה: ,31.98389,34.760386,0,,35921
23768,35922,נווה דקלים/נחל ים,רחוב: נווה דקלים 53 עיר: ראשון לציון רציף:  קומה: ,31.979959,34.759476,0,,35922
23776,35932,שמוטקין/ברשבסקי,רחוב: בנימין שמוטקין עיר: ראשון לציון רציף:  קומה: ,31.974383,34.810697,0,,35932
23777,35933,צבי פרנק/גבעתי,רחוב: צבי פרנק עיר: ראשון לציון רציף:  קומה: ,31.969201,34.816173,0,,35933
23779,35935,חיים בר לב/משה דיין,רחוב: חיים ברלב עיר: ראשון לציון רציף:  קומה: ,31.982506,34.767779,0,,35935
23781,35939,התזמורת/העוגב,רחוב: התזמורת 15 עיר: ראשון לציון רציף:  קומה: ,31.968179,34.77554,0,,35939
23839,35999,חיים בר לב/גדולי ישראל,רחוב: חיים ברלב עיר: ראשון לציון רציף:  קומה: ,31.979245,34.76498,0,,35999
23840,36000,נגבה/חומה ומגדל,רחוב: נגבה 33 עיר: ראשון לציון רציף:  קומה: ,31.963659,34.776986,0,,36000
23841,36001,מרכז גנים/נגבה,רחוב: נגבה 31 עיר: ראשון לציון רציף:  קומה: ,31.963426,34.777918,0,,36001
23842,36002,נגבה/כפר חיטים,רחוב: נגבה 20 עיר: ראשון לציון רציף:  קומה: ,31.962787,34.780498,0,,36002
23843,36003,נגבה/חניתה,רחוב: נגבה 16 עיר: ראשון לציון רציף:  קומה: ,31.963862,34.780975,0,,36003
23845,36005,שדרות יעקב/ישעיהו הנביא,רחוב: שדרות יעקב 60 עיר: ראשון לציון רציף:  קומה: ,31.951875,34.819992,0,,36005
23846,36006,מרכז קארדו/השירה העברית,רחוב: השירה העברית 6 עיר: ראשון לציון רציף:  קומה: ,31.97657,34.76984,0,,36006
23847,36007,השירה העברית/המשוררת רחל,רחוב: השירה העברית 7 עיר: ראשון לציון רציף:  קומה: ,31.976,34.769899,0,,36007
23848,36008,מרכז קארדו/השירה העברית,רחוב: השירה העברית 17 עיר: ראשון לציון רציף:  קומה: ,31.977879,34.769379,0,,36008
23849,36009,מורשת ישראל/ריב''ל,רחוב: מורשת ישראל 9 עיר: ראשון לציון רציף:  קומה: ,31.974789,34.772474,0,,36009
23850,36010,מורשת ישראל/הרב נריה,רחוב: מורשת ישראל 16 עיר: ראשון לציון רציף:  קומה: ,31.974885,34.773267,0,,36010
23851,36011,גדולי ישראל/שייקה אופיר,רחוב: גדולי ישראל 18 עיר: ראשון לציון רציף:  קומה: ,31.978742,34.771402,0,,36011
23852,36012,גדולי ישראל/אלקבץ,רחוב: גדולי ישראל 9 עיר: ראשון לציון רציף:  קומה: ,31.978765,34.771875,0,,36012
23853,36014,חומה ומגדל/אושה,רחוב: חומה ומגדל 13 עיר: ראשון לציון רציף:  קומה: ,31.965369,34.776932,0,,36014
23854,36015,נגבה/אושה,רחוב: נגבה 4 עיר: ראשון לציון רציף:  קומה: ,31.966402,34.778981,0,,36015
23855,36016,חומה ומגדל/יצחק רבין,רחוב: חומה ומגדל 2 עיר: ראשון לציון רציף:  קומה: ,31.967519,34.777917,0,,36016
23856,36017,חומה ומגדל/ההסתדרות,רחוב: חומה ומגדל 3 עיר: ראשון לציון רציף:  קומה: ,31.967518,34.778185,0,,36017
23857,36019,נגבה/שדה נחום,רחוב: נגבה 7 עיר: ראשון לציון רציף:  קומה: ,31.96609,34.780086,0,,36019
23858,36021,נגבה/דן,רחוב: נגבה 11 עיר: ראשון לציון רציף:  קומה: ,31.965174,34.781676,0,,36021
23859,36023,ההסתדרות/גולדה מאיר,רחוב: ההסתדרות עיר: ראשון לציון רציף:  קומה: ,31.967223,34.781792,0,,36023
23860,36024,התקומה/ישראל גלילי,רחוב: התקומה עיר: ראשון לציון רציף:  קומה: ,31.971263,34.780097,0,,36024
23861,36025,התקומה/היקינטון,רחוב: התקומה 17 עיר: ראשון לציון רציף:  קומה: ,31.972205,34.780916,0,,36025
23862,36026,קניון הבאר/תור הזהב,רחוב: תור הזהב 3 עיר: ראשון לציון רציף:  קומה: ,31.974982,34.775439,0,,36026
23863,36027,קניון הבאר/תור הזהב,רחוב: תור הזהב 4 עיר: ראשון לציון רציף:  קומה: ,31.97501,34.775829,0,,36027
23864,36031,התקומה/שומרה,רחוב: התקומה 10 עיר: ראשון לציון רציף:  קומה: ,31.974849,34.782181,0,,36031
23865,36032,התקומה/המורן,רחוב: התקומה 7 עיר: ראשון לציון רציף:  קומה: ,31.974784,34.78241,0,,36032
23869,36040,רוטשילד/השקד,רחוב: רוטשילד 85 עיר: ראשון לציון רציף:  קומה: ,31.964161,34.796224,0,,36040
23871,36042,גן הזיכרון/התקומה,רחוב: התקומה 4 עיר: ראשון לציון רציף:  קומה: ,31.97694,34.783429,0,,36042
23872,36043,שדרות משה דיין/הרב יוסף עזרן,רחוב: שדרות משה דיין 14 עיר: ראשון לציון רציף:  קומה: ,31.978633,34.783711,0,,36043
23873,36044,שדרות משה דיין/התקומה,רחוב: שדרות משה דיין 1 עיר: ראשון לציון רציף:  קומה: ,31.978041,34.785103,0,,36044
23874,36045,שדרות משה דיין/שאול המלך,רחוב: שדרות משה דיין 1 עיר: ראשון לציון רציף:  קומה: ,31.97742,34.788541,0,,36045
23875,36046,שד. משה דיין/שאול המלך,רחוב: שדרות משה דיין 10 עיר: ראשון לציון רציף:  קומה: ,31.977659,34.788426,0,,36046
23876,36048,זבוטינסקי/שפינוזה,רחוב: ז'בוטינסקי 54 עיר: ראשון לציון רציף:  קומה: ,31.96788,34.799514,0,,36048
23877,36050,ז'בוטינסקי/שדרות בגין,רחוב: ז'בוטינסקי 86 עיר: ראשון לציון רציף:  קומה: ,31.971693,34.798335,0,,36050
23878,36051,משטרת ראשל''צ/ז'בוטינסקי,רחוב: ז'בוטינסקי עיר: ראשון לציון רציף:  קומה: ,31.973526,34.797117,0,,36051
23879,36052,משטרת ראשל''צ/ז'בוטינסקי,רחוב: ז'בוטינסקי 110 עיר: ראשון לציון רציף:  קומה: ,31.974784,34.79675,0,,36052
23880,36053,ת. רכבת הראשונים,רחוב:   עיר: ראשון לציון רציף:  קומה: ,31.949155,34.803799,0,,36053
23881,36055,מסוף אבי האסירים,רחוב:   עיר: ראשון לציון רציף:  קומה: ,31.954371,34.803814,1,,36055
23882,36056,זבוטינסקי/האחים סמילצנסקי,רחוב: ז'בוטינסקי 19 עיר: ראשון לציון רציף:  קומה: ,31.960348,34.800948,0,,36056
23883,36061,עולי הגרדום/רוטנברג,רחוב: עולי הגרדום 4 עיר: ראשון לציון רציף:  קומה: ,31.961062,34.801878,0,,36061
23884,36062,היכל התרבות/זבוטינסקי,רחוב: ז'בוטינסקי 14 עיר: ראשון לציון רציף:  קומה: ,31.961971,34.800463,0,,36062
23885,36063,היכל התרבות/זבוטינסקי,רחוב: ז'בוטינסקי 39 עיר: ראשון לציון רציף:  קומה: ,31.962669,34.800055,0,,36063
23889,36069,מרגולין/צ''ג בנות,רחוב: מרגולין 12 עיר: ראשון לציון רציף:  קומה: ,31.969224,34.808896,0,,36069
23890,36070,הגדוד העברי/חב''ד,רחוב: הגדוד העברי 65 עיר: ראשון לציון רציף:  קומה: ,31.969004,34.810124,0,,36070
23891,36071,הגדוד העברי/מרגולין,רחוב: הגדוד העברי 56 עיר: ראשון לציון רציף:  קומה: ,31.968705,34.810283,0,,36071
23892,36072,שדרות יעקב/האשל,רחוב: שדרות יעקב 3 עיר: ראשון לציון רציף:  קומה: ,31.959691,34.823926,0,,36072
23893,36073,שדרות יעקב/הורד,רחוב: שדרות יעקב 6 עיר: ראשון לציון רציף:  קומה: ,31.959666,34.823703,0,,36073
23897,36083,צומת חב''ד,רחוב: 4402 עיר: ראשון לציון רציף:  קומה: ,31.979243,34.837288,0,,36083
23898,36086,זלמן שזר/חיל הים,רחוב: זלמן שז''ר 37 עיר: ראשון לציון רציף:  קומה: ,31.99673,34.73928,0,,36086
23902,36090,כורש/רחבעם זאבי,רחוב: כורש 1 עיר: ראשון לציון רציף:  קומה: ,31.994732,34.742436,0,,36090
23903,36091,כורש/זלמן שז''ר,רחוב: כורש 7 עיר: ראשון לציון רציף:  קומה: ,31.996079,34.743003,0,,36091
23905,36093,חיל התותחנים/אח''י חץ,רחוב: חיל התותחנים 17 עיר: ראשון לציון רציף:  קומה: ,31.998255,34.738173,0,,36093
24088,36312,יוסף לישנסקי/דוד סחרוב,רחוב: יוסף לישנסקי עיר: ראשון לציון רציף:  קומה: ,31.99324,34.767438,0,,36312
24089,36315,יוסף לישנסקי/שייקה דן,רחוב: יוסף לישנסקי 27 עיר: ראשון לציון רציף:  קומה: ,31.994753,34.767269,0,,36315
24233,36592,יעקוב פריימן/מנחם כהן,רחוב: יעקב פריימן 20 עיר: ראשון לציון רציף:  קומה: ,31.974883,34.814324,0,,36592
24265,36646,מנחם כהן/הצופים,רחוב: מנחם כהן עיר: ראשון לציון רציף:  קומה: ,31.97462,34.813286,0,,36646
24284,36731,קניון אם מושבות/ראשון לציון,רחוב: ראשון לציון עיר: פתח תקווה רציף:  קומה: ,32.100547,34.876439,0,,36731
24309,36813,יגאל אלון/שדרות נים,רחוב: יגאל אלון 66 עיר: ראשון לציון רציף:  קומה: ,31.948507,34.810421,0,,36813
24627,37315,מחלף עין הקורא,רחוב: 4311 עיר: ראשון לציון רציף:  קומה: ,31.956457,34.783763,0,,37315
24628,37316,המכללה למנהל/אלי ויזל,רחוב: אלי ויזל 2 עיר: ראשון לציון רציף:  קומה: ,31.96911,34.770469,0,,37316
24638,37326,חיים בר לב/החלוצים,רחוב: חיים ברלב עיר: ראשון לציון רציף:  קומה: ,31.981841,34.766974,0,,37326
24639,37327,שדרות יעקב/מורדי הגיטאות,רחוב: שדרות יעקב עיר: ראשון לציון רציף:  קומה: ,31.955213,34.821998,0,,37327
24640,37328,הרצל/אסא,רחוב: הרצל 86 עיר: ראשון לציון רציף:  קומה: ,31.962979,34.802919,0,,37328
24641,37329,משה שרת/קנר,רחוב: משה שרת 25 עיר: ראשון לציון רציף:  קומה: ,31.993117,34.755451,0,,37329
24646,37334,הרב יוסף עזרן/שנהב,רחוב: הרב יוסף עזרן 7 עיר: ראשון לציון רציף:  קומה: ,31.980348,34.785254,0,,37334
24647,37335,מבצע משה/הנחשול,רחוב: מבצע משה 41 עיר: ראשון לציון רציף:  קומה: ,31.982015,34.782233,0,,37335
24648,37336,הנחשול/ה' באייר,רחוב: הנחשול 42 עיר: ראשון לציון רציף:  קומה: ,31.98122,34.780321,0,,37336
24664,37504,שדרות היובל/פינסקר,רחוב: שדרות היובל עיר: ראשון לציון רציף:  קומה: ,31.981819,34.799524,0,,37504
24666,37506,הרצל/בן זאב,רחוב: הרצל 35 עיר: ראשון לציון רציף:  קומה: ,31.969914,34.805183,0,,37506
24668,37509,צבי פרנק/הרב צדוק,רחוב: צבי פרנק 19 עיר: ראשון לציון רציף:  קומה: ,31.97199,34.808593,0,,37509
24733,37597,מרכז כרמים/הסוכה,רחוב: הסוכה 7 עיר: ראשון לציון רציף:  קומה: ,31.975462,34.779643,0,,37597
24736,37602,ירושלים/האחד עשר,רחוב: ירושלים 77 עיר: ראשון לציון רציף:  קומה: ,31.962267,34.819914,0,,37602
24739,37605,גבעתי/קרייתי,רחוב: גבעתי עיר: ראשון לציון רציף:  קומה: ,31.963382,34.817396,0,,37605
24740,37606,חנה ומיכאל לוין/חיים שרף,רחוב: חנה ומיכאל לוין 10 עיר: ראשון לציון רציף:  קומה: ,31.964906,34.823585,0,,37606
24741,37607,גבעתי/רש''י,רחוב: גבעתי 4 עיר: ראשון לציון רציף:  קומה: ,31.967412,34.816731,0,,37607
24753,37622,צבי פרנק/ברנדייס,רחוב: צבי פרנק 12 עיר: ראשון לציון רציף:  קומה: ,31.972102,34.807643,0,,37622
24754,37623,רוטשילד/זבוטינסקי,רחוב: רוטשילד 53 עיר: ראשון לציון רציף:  קומה: ,31.963819,34.800335,0,,37623
24755,37624,הרצל/תרמ''ב,רחוב: הרצל 65 עיר: ראשון לציון רציף:  קומה: ,31.966379,34.802881,0,,37624
24756,37625,הרצל/ינובסקי,רחוב: הרצל עיר: ראשון לציון רציף:  קומה: ,31.958395,34.801979,0,,37625
24757,37626,הרצל/עין הקורא,רחוב: הרצל 54 עיר: ראשון לציון רציף:  קומה: ,31.966292,34.80265,0,,37626
24759,37628,יוסף ספיר/השר חיים שפירא,רחוב: יוסף ספיר 3 עיר: ראשון לציון רציף:  קומה: ,31.992621,34.750967,0,,37628
24765,37634,הרצל/שדרות תש''ח,רחוב: הרצל 132 עיר: ראשון לציון רציף:  קומה: ,31.955339,34.802324,0,,37634
24767,37639,הרצל/אבי האסירים,רחוב: הרצל 127 עיר: ראשון לציון רציף:  קומה: ,31.954778,34.802695,0,,37639
24768,37644,הרצל/הכרמל,רחוב: הרצל עיר: ראשון לציון רציף:  קומה: ,31.962545,34.803188,0,,37644
24774,37650,צבי פרנק/יוחנן הסנדלר,רחוב: צבי פרנק 46 עיר: ראשון לציון רציף:  קומה: ,31.970067,34.812814,0,,37650
